"","organization","work_area","project","survey","site_id","date","sampling_bout","dive_supervisor","surveyor","hakai_id","sample_type","collected_start","collected_end","species","quantity","size_cm","quality_log","qc_flag_sizes","qc_flag_abunds","substrate","decimal_lat","decimal_long","end_transect_decimal_lat","end_transect_decimal_lon"
"27","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_INTERIOR4","2019-08-16",4,"angeleen","zach","MGINV14268","invertebrates","2019-08-16 14:40:05","2019-08-16 14:44:12","crab/dungeness",1,10,NA,"AV","SVD","sand",51.78173578,"-127.8659518",51.7817186,"-127.8662255"
"28","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_INTERIOR4","2019-08-16",4,"angeleen","zach","MGINV14267","invertebrates","2019-08-16 14:40:05","2019-08-16 14:44:12","crab/dungeness",1,9,NA,"AV","SVD","sand",51.78173578,"-127.8659518",51.7817186,"-127.8662255"
"29","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_INTERIOR4","2019-08-16",4,"angeleen","zach","MGINV14266","invertebrates","2019-08-16 14:40:05","2019-08-16 14:44:12","crab/dungeness",1,8,NA,"AV","SVD","sand",51.78173578,"-127.8659518",51.7817186,"-127.8662255"
"30","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_INTERIOR4","2019-08-16",4,"angeleen","derek","MGINV14265","invertebrates","2019-08-16 14:42:55","2019-08-16 14:47:07","crab/dungeness",2,8,NA,"AV","SVD","sand",51.78173578,"-127.8659518",51.7817186,"-127.8662255"
"31","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_INTERIOR4","2019-08-16",4,"angeleen","derek","MGINV14264","invertebrates","2019-08-16 14:42:55","2019-08-16 14:47:07","crab/dungeness",1,10,NA,"AV","SVD","sand",51.78173578,"-127.8659518",51.7817186,"-127.8662255"
"32","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2","2021-08-11",2,"carolyn,faye,krystal","zach","MGINV28121","invertebrates","2021-08-11 11:17:00","2021-08-11 11:22:00","snail/tegula",1,2,"1: QCd by FM","AV","AV","sand",51.922729,"-128.462805",51.9225762,"-128.4629252"
"33","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2","2021-08-11",2,"carolyn,faye,krystal","zach","MGINV28120","invertebrates","2021-08-11 11:17:00","2021-08-11 11:22:00","snail/tegula",1,1,"1: QCd by FM","AV","AV","sand",51.922729,"-128.462805",51.9225762,"-128.4629252"
"34","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2","2021-08-11",2,"carolyn,faye,krystal","zach","MGINV28122","invertebrates","2021-08-11 11:17:00","2021-08-11 11:22:00","crab/northern_kelp",1,4,"1: QCd by FM","AV",NA,"sand",51.922729,"-128.462805",51.9225762,"-128.4629252"
"35","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2","2021-08-11",2,"carolyn,faye,krystal","zach","MGINV28119","invertebrates","2021-08-11 11:17:00","2021-08-11 11:22:00","crab/hermit",1,3,"1: QCd by FM","AV","SVC","sand",51.922729,"-128.462805",51.9225762,"-128.4629252"
"36","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2","2021-08-11",2,"carolyn,faye,krystal","zach","MGINV28118","invertebrates","2021-08-11 11:17:00","2021-08-11 11:22:00","crab/hermit",2,2,"1: QCd by FM","AV","AV","sand",51.922729,"-128.462805",51.9225762,"-128.4629252"
"37","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2","2021-08-11",2,"carolyn,faye,krystal","zach","MGINV28117","invertebrates","2021-08-11 11:17:00","2021-08-11 11:22:00","crab/cryptic_kelp",2,3,"1: QCd by FM","AV","AV","sand",51.922729,"-128.462805",51.9225762,"-128.4629252"
"38","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2","2021-08-11",2,"carolyn,faye,krystal","zach","MGINV28116","invertebrates","2021-08-11 11:17:00","2021-08-11 11:22:00","crab/cryptic_kelp",15,1,"1: QCd by FM","AV","SVD","sand",51.922729,"-128.462805",51.9225762,"-128.4629252"
"39","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2","2021-08-11",2,"carolyn,faye,krystal","zach","MGINV28115","invertebrates","2021-08-11 11:17:00","2021-08-11 11:22:00","crab/cryptic_kelp",42,2,"1: QCd by FM","AV","SVD","sand",51.922729,"-128.462805",51.9225762,"-128.4629252"
"40","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2","2021-08-11",2,"carolyn,faye,krystal","derek","MGINV28114","invertebrates","2021-08-11 11:15:00","2021-08-11 11:19:00","no_obs",NA,NA,"1: QCd by FM
2: No invertebrates observed",NA,NA,"sand",51.922729,"-128.462805",51.9225762,"-128.4629252"
"41","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2","2020-08-11",2,"gillian,krystal","zach","MGINV20748","invertebrates","2020-08-11 12:57:49","2020-08-11 13:00:59","no_obs",NA,NA,"1: No invertebrates observed",NA,NA,"sand",51.922729,"-128.462805",51.9225762,"-128.4629252"
"42","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2","2020-08-11",2,"gillian,krystal","derek","MGINV20747","invertebrates","2020-08-11 13:03:33","2020-08-11 13:09:51","seastar/dermasterias",2,1,NA,"AV",NA,"sand",51.922729,"-128.462805",51.9225762,"-128.4629252"
"43","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2","2020-08-11",2,"gillian,krystal","derek","MGINV20746","invertebrates","2020-08-11 13:03:33","2020-08-11 13:09:51","snail/tegula",1,1,NA,"AV","AV","sand",51.922729,"-128.462805",51.9225762,"-128.4629252"
"44","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2","2020-08-11",2,"gillian,krystal","derek","MGINV20745","invertebrates","2020-08-11 13:03:33","2020-08-11 13:09:51","snail/tegula",2,2,NA,"AV","AV","sand",51.922729,"-128.462805",51.9225762,"-128.4629252"
"45","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2","2020-08-11",2,"gillian,krystal","derek","MGINV20744","invertebrates","2020-08-11 13:03:33","2020-08-11 13:09:51","snail/calliostoma",1,2,NA,"AV",NA,"sand",51.922729,"-128.462805",51.9225762,"-128.4629252"
"46","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2","2020-08-11",2,"gillian,krystal","derek","MGINV20743","invertebrates","2020-08-11 13:03:33","2020-08-11 13:09:51","seastar/pycnopodia",1,4,NA,"AV",NA,"sand",51.922729,"-128.462805",51.9225762,"-128.4629252"
"47","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2","2020-08-11",2,"gillian,krystal","derek","MGINV20742","invertebrates","2020-08-11 13:03:33","2020-08-11 13:09:51","crab/northern_kelp",1,4,NA,"AV","SVD","sand",51.922729,"-128.462805",51.9225762,"-128.4629252"
"48","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2","2020-08-11",2,"gillian,krystal","derek","MGINV20741","invertebrates","2020-08-11 13:03:33","2020-08-11 13:09:51","crab/northern_kelp",1,5,NA,"AV","SVD","sand",51.922729,"-128.462805",51.9225762,"-128.4629252"
"49","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2","2020-08-11",2,"gillian,krystal","derek","MGINV20740","invertebrates","2020-08-11 13:03:33","2020-08-11 13:09:51","crab/cryptic_kelp",30,1,NA,"AV","SVD","sand",51.922729,"-128.462805",51.9225762,"-128.4629252"
"50","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2","2020-08-11",2,"gillian,krystal","derek","MGINV20739","invertebrates","2020-08-11 13:03:33","2020-08-11 13:09:51","crab/cryptic_kelp",45,2,NA,"AV","SVD","sand",51.922729,"-128.462805",51.9225762,"-128.4629252"
"51","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2","2019-08-14",2,"angeleen,carolyn,krystal","zach","MGINV14203","invertebrates","2019-08-14 10:23:58","2019-08-14 22:28:06","siphon/other",3,NA,"1: Unknown",NA,NA,"sand",51.922729,"-128.462805",51.9225762,"-128.4629252"
"52","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2","2019-08-14",2,"angeleen,carolyn,krystal","zach","MGINV14202","invertebrates","2019-08-14 10:23:58","2019-08-14 22:28:06","crab/red_rock",2,5,NA,"AV",NA,"sand",51.922729,"-128.462805",51.9225762,"-128.4629252"
"53","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2","2019-08-14",2,"angeleen,carolyn,krystal","derek","MGINV14201","invertebrates","2019-08-14 10:27:12","2019-08-14 10:32:19","crab/northern_kelp",1,6,NA,"AV",NA,"sand",51.922729,"-128.462805",51.9225762,"-128.4629252"
"54","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2","2019-08-14",2,"angeleen,carolyn,krystal","derek","MGINV14200","invertebrates","2019-08-14 10:27:12","2019-08-14 10:32:19","snail/tegula",70,2,NA,"AV",NA,"sand",51.922729,"-128.462805",51.9225762,"-128.4629252"
"55","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2","2019-08-14",2,"angeleen,carolyn,krystal","derek","MGINV14199","invertebrates","2019-08-14 10:27:12","2019-08-14 10:32:19","seastar/pisaster_brevispinus",1,7,NA,"AV","SVD","sand",51.922729,"-128.462805",51.9225762,"-128.4629252"
"56","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2","2019-08-14",2,"angeleen,carolyn,krystal","derek","MGINV14198","invertebrates","2019-08-14 10:27:12","2019-08-14 10:32:19","seastar/pisaster_brevispinus",1,6,NA,"AV","SVD","sand",51.922729,"-128.462805",51.9225762,"-128.4629252"
"57","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2","2019-08-14",2,"angeleen,carolyn,krystal","derek","MGINV14197","invertebrates","2019-08-14 10:27:12","2019-08-14 10:32:19","crab/red_rock",1,5,NA,"AV",NA,"sand",51.922729,"-128.462805",51.9225762,"-128.4629252"
"58","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2","2019-08-14",2,"angeleen,carolyn,krystal","derek","MGINV14196","invertebrates","2019-08-14 10:27:12","2019-08-14 10:32:19","crab/pugettia",54,3,NA,"AV","SVD","sand",51.922729,"-128.462805",51.9225762,"-128.4629252"
"59","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2","2019-08-14",2,"angeleen,carolyn,krystal","derek","MGINV14195","invertebrates","2019-08-14 10:27:12","2019-08-14 10:32:19","crab/pugettia",20,2,NA,"AV","SVD","sand",51.922729,"-128.462805",51.9225762,"-128.4629252"
"60","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE3","2021-08-09",3,"carolyn,faye,krystal","derek","MGINV28172","invertebrates","2021-08-09 15:45:00","2021-08-09 15:48:00","crab/dungeness",1,15,"1: QCd by FM","AV",NA,"sand",51.7792583,"-127.8718733",51.7793933,"-127.871718"
"61","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE3","2021-08-09",3,"carolyn,faye,krystal","zach","MGINV28173","invertebrates","2021-08-09 15:38:00","2021-08-09 15:42:00","crab/dungeness",1,14,"1: QCd by FM","AV",NA,"sand",51.7792583,"-127.8718733",51.7793933,"-127.871718"
"62","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE3","2020-08-15",3,"gillian,krystal","zach","MGINV20875","invertebrates","2020-08-15 10:50:07","2020-08-15 10:53:19","crab/dungeness",1,10,NA,"AV","SVD","sand",51.7792583,"-127.8718733",51.7793933,"-127.871718"
"63","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE3","2020-08-15",3,"gillian,krystal","zach","MGINV20874","invertebrates","2020-08-15 10:50:07","2020-08-15 10:53:19","crab/dungeness",1,15,NA,"AV","SVD","sand",51.7792583,"-127.8718733",51.7793933,"-127.871718"
"64","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE3","2020-08-15",3,"gillian,krystal","zach","MGINV20873","invertebrates","2020-08-15 10:50:07","2020-08-15 10:53:19","crab/dungeness",1,14,NA,"AV","SVD","sand",51.7792583,"-127.8718733",51.7793933,"-127.871718"
"65","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE3","2020-08-15",3,"gillian,krystal","zach","MGINV20872","invertebrates","2020-08-15 10:50:07","2020-08-15 10:53:19","crab/dungeness",1,13,NA,"AV","SVD","sand",51.7792583,"-127.8718733",51.7793933,"-127.871718"
"66","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE3","2020-08-15",3,"gillian,krystal","zach","MGINV20871","invertebrates","2020-08-15 10:50:07","2020-08-15 10:53:19","crab/dungeness",4,11,NA,"AV","SVD","sand",51.7792583,"-127.8718733",51.7793933,"-127.871718"
"67","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE3","2020-08-15",3,"gillian,krystal","zach","MGINV20870","invertebrates","2020-08-15 10:50:07","2020-08-15 10:53:19","crab/dungeness",5,12,NA,"AV","SVD","sand",51.7792583,"-127.8718733",51.7793933,"-127.871718"
"68","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE3","2020-08-15",3,"gillian,krystal","derek","MGINV20869","invertebrates","2020-08-15 10:55:38","2020-08-15 11:00:47","crab/dungeness",3,7,NA,"AV","SVD","sand",51.7792583,"-127.8718733",51.7793933,"-127.871718"
"69","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE3","2020-08-15",3,"gillian,krystal","derek","MGINV20868","invertebrates","2020-08-15 10:55:38","2020-08-15 11:00:47","crab/dungeness",2,12,NA,"AV","SVD","sand",51.7792583,"-127.8718733",51.7793933,"-127.871718"
"70","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE3","2020-08-15",3,"gillian,krystal","derek","MGINV20867","invertebrates","2020-08-15 10:55:38","2020-08-15 11:00:47","crab/dungeness",2,14,NA,"AV","SVD","sand",51.7792583,"-127.8718733",51.7793933,"-127.871718"
"71","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE3","2020-08-15",3,"gillian,krystal","derek","MGINV20866","invertebrates","2020-08-15 10:55:38","2020-08-15 11:00:47","crab/dungeness",3,8,NA,"AV","SVD","sand",51.7792583,"-127.8718733",51.7793933,"-127.871718"
"72","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE3","2020-08-15",3,"gillian,krystal","derek","MGINV20865","invertebrates","2020-08-15 10:55:38","2020-08-15 11:00:47","crab/dungeness",3,9,NA,"AV","SVD","sand",51.7792583,"-127.8718733",51.7793933,"-127.871718"
"73","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE3","2020-08-15",3,"gillian,krystal","derek","MGINV20864","invertebrates","2020-08-15 10:55:38","2020-08-15 11:00:47","crab/dungeness",3,10,NA,"AV","SVD","sand",51.7792583,"-127.8718733",51.7793933,"-127.871718"
"74","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE3","2019-08-17",3,"angeleen","zach","MGINV14263","invertebrates","2019-08-17 15:41:36","2019-08-17 15:44:45","crab/dungeness",1,15,NA,"AV","SVD","sand",51.7792583,"-127.8718733",51.7793933,"-127.871718"
"75","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE3","2019-08-17",3,"angeleen","zach","MGINV14262","invertebrates","2019-08-17 15:41:36","2019-08-17 15:44:45","crab/dungeness",1,16,NA,"AV","SVD","sand",51.7792583,"-127.8718733",51.7793933,"-127.871718"
"76","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE3","2019-08-17",3,"angeleen","derek","MGINV14261","invertebrates","2019-08-17 15:43:49","2019-08-17 15:46:57","crab/dungeness",1,15,NA,"AV","SVD","sand",51.7792583,"-127.8718733",51.7793933,"-127.871718"
"77","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE3","2019-08-17",3,"angeleen","derek","MGINV14260","invertebrates","2019-08-17 15:43:49","2019-08-17 15:46:57","crab/dungeness",1,13,NA,"AV","SVD","sand",51.7792583,"-127.8718733",51.7793933,"-127.871718"
"78","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE3","2019-08-17",3,"angeleen","derek","MGINV14259","invertebrates","2019-08-17 15:43:49","2019-08-17 15:46:57","crab/dungeness",1,10,NA,"AV","SVD","sand",51.7792583,"-127.8718733",51.7793933,"-127.871718"
